"","Cluster","Gene_Clusters","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1330","c","c","GO:0001892","embryonic placenta development","9/559","112/23210",0.00156250274024288,0.0290403228960623,0.0234254980303315,"20687/16842/11535/14183/14388/17684/50785/15205/16691",9
"1331","c","c","GO:0032872","regulation of stress-activated MAPK cascade","14/559","232/23210",0.00157477253494966,0.0291464150010267,0.0235110776709152,"23882/12156/14388/330938/13608/17873/78943/19106/224938/19419/17000/66824/81877/29820",14
"1332","c","c","GO:0009308","amine metabolic process","8/559","91/23210",0.00158900032874253,0.0292600405220091,0.0236027341730654,"14763/12846/15186/67111/109731/268860/20229/69215",8
"1333","c","c","GO:0006941","striated muscle contraction","11/559","158/23210",0.00159805611986379,0.0292600405220091,0.0236027341730654,"67451/216033/17901/14463/18125/74166/12389/16535/20191/11931/11539",11
"1334","c","c","GO:0071496","cellular response to external stimulus","16/559","285/23210",0.001600673085738,0.0292600405220091,0.0236027341730654,"74137/12846/26362/12575/18125/29810/67443/22417/100504663/14275/12389/66148/19106/22414/66809/56506",16
"1335","c","c","GO:1903427","negative regulation of reactive oxygen species biosynthetic process","5/559","36/23210",0.00161877823118608,0.0294697250120023,0.0237718770446825,"11433/12633/12389/19733/12257",5
"1336","c","c","GO:0008585","female gonad development","9/559","113/23210",0.00166233775427247,0.0301392012427685,0.0243119128487367,"16590/22431/16876/26423/22417/18783/227631/12394/13615",9
"1337","c","c","GO:0048588","developmental cell growth","15/559","260/23210",0.00169766355019751,0.0302067288579122,0.0243663842821709,"11858/14463/17919/214968/13175/20346/18846/13430/11816/22330/26456/56177/243743/234214/20357",15
"1338","c","c","GO:0033002","muscle cell proliferation","14/559","234/23210",0.00170638170458594,0.0302067288579122,0.0243663842821709,"18392/12846/16600/14463/12575/12633/14183/17684/18105/13057/12389/78943/13609/18573",14
"1339","c","c","GO:0070302","regulation of stress-activated protein kinase signaling cascade","14/559","234/23210",0.00170638170458594,0.0302067288579122,0.0243663842821709,"23882/12156/14388/330938/13608/17873/78943/19106/224938/19419/17000/66824/81877/29820",14
"1340","c","c","GO:0046597","negative regulation of viral entry into host cell","4/559","22/23210",0.00172431259138082,0.0302067288579122,0.0243663842821709,"68713/227753/74482/217069",4
"1341","c","c","GO:0072273","metanephric nephron morphogenesis","4/559","22/23210",0.00172431259138082,0.0302067288579122,0.0243663842821709,"107515/22431/22417/15205",4
"1342","c","c","GO:1902307","positive regulation of sodium ion transmembrane transport","4/559","22/23210",0.00172431259138082,0.0302067288579122,0.0243663842821709,"93692/18125/13430/11931",4
"1343","c","c","GO:0043627","response to estrogen","7/559","72/23210",0.00172535480603635,0.0302067288579122,0.0243663842821709,"14463/18125/17684/217069/12389/11607/56222",7
"1344","c","c","GO:0048645","animal organ formation","7/559","72/23210",0.00172535480603635,0.0302067288579122,0.0243663842821709,"22431/240725/14183/17684/14275/15205/22414",7
"1345","c","c","GO:0019932","second-messenger-mediated signaling","21/559","427/23210",0.00173055447247059,0.0302067288579122,0.0243663842821709,"22095/243958/216749/17202/54446/26557/26423/18125/11535/74166/76089/11816/14160/20191/19733/23984/11931/13615/17750/11607/252837",21
"1346","c","c","GO:0048754","branching morphogenesis of an epithelial tube","12/559","184/23210",0.00174478852244029,0.0302067288579122,0.0243663842821709,"107515/22431/12156/16842/19303/14183/13036/22420/22417/22414/11607/271127",12
"1347","c","c","GO:0008361","regulation of cell size","13/559","209/23210",0.00174766531213044,0.0302067288579122,0.0243663842821709,"11858/17919/214968/20346/18846/13430/11816/26456/56177/19092/243743/108155/20357",13
"1348","c","c","GO:1904950","negative regulation of establishment of protein localization","13/559","209/23210",0.00174766531213044,0.0302067288579122,0.0243663842821709,"243958/107515/66214/93691/18125/29810/18007/52055/11816/16535/218461/108155/26950",13
"1349","c","c","GO:0043062","extracellular structure organization","17/559","315/23210",0.00176897656576701,0.030456565523787,0.0245679160745446,"22431/240725/64075/66214/12633/11595/17388/320078/69700/54156/11816/11307/81877/234356/18784/67475/12587",17
"1350","c","c","GO:0072593","reactive oxygen species metabolic process","16/559","288/23210",0.00178066743745206,0.0305394778268806,0.0246347976309158,"11433/16600/12575/12633/18125/13430/18105/18104/13057/12389/19733/54683/108155/217203/12257/11607",16
"1351","c","c","GO:0002027","regulation of heart rate","8/559","93/23210",0.00182640119538886,0.0310988533372458,0.0250860202279639,"67451/216033/20346/11535/12389/16535/20191/13615",8
"1352","c","c","GO:0086065","cell communication involved in cardiac conduction","5/559","37/23210",0.00183514529213277,0.0310988533372458,0.0250860202279639,"67451/216033/12389/16535/20191",5
"1353","c","c","GO:0086001","cardiac muscle cell action potential","6/559","54/23210",0.00184154351935706,0.0310988533372458,0.0250860202279639,"67451/216033/12389/16535/20191/16508",6
"1354","c","c","GO:0006936","muscle contraction","16/559","289/23210",0.00184431133131727,0.0310988533372458,0.0250860202279639,"67451/216033/17901/16590/240725/14463/18125/74166/238130/268860/12389/16535/20191/11931/13615/11539",16
"1355","c","c","GO:0009636","response to toxic substance","18/559","344/23210",0.00184828844687818,0.0310988533372458,0.0250860202279639,"13070/14763/26362/19156/93692/12015/11438/246196/268860/20852/18104/18806/19733/19106/14400/78894/17750/13107",18
"1356","c","c","GO:0050810","regulation of steroid biosynthetic process","7/559","73/23210",0.00186951110780424,0.0313372390221374,0.0252783150385923,"12724/12156/22417/11816/218461/11307/12257",7
"1357","c","c","GO:0055074","calcium ion homeostasis","23/559","489/23210",0.00190311321677748,0.0317805598079909,0.0256359216062942,"26946/216749/239530/216001/18125/11535/20866/320707/74166/11816/13057/12389/22295/20191/66168/19733/11931/12307/13615/56506/13609/11607/252837",23
"1358","c","c","GO:0002792","negative regulation of peptide secretion","11/559","162/23210",0.00194896185220557,0.0322924062059106,0.0260488046458257,"243958/107515/66214/93691/18125/18007/52055/11816/16535/218461/26950",11
"1359","c","c","GO:0001655","urogenital system development","18/559","346/23210",0.00196869897075059,0.0322924062059106,0.0260488046458257,"107515/19156/22431/240725/12633/12156/97064/14183/22420/22417/13797/14160/15205/22414/12307/16373/11607/271127",18
"1360","c","c","GO:0010872","regulation of cholesterol esterification","3/559","11/23210",0.00198465261013363,0.0322924062059106,0.0260488046458257,"11816/11307/11607",3
"1361","c","c","GO:0021559","trigeminal nerve development","3/559","11/23210",0.00198465261013363,0.0322924062059106,0.0260488046458257,"20346/18846/243743",3
"1362","c","c","GO:0032342","aldosterone biosynthetic process","3/559","11/23210",0.00198465261013363,0.0322924062059106,0.0260488046458257,"12724/12156/22417",3
"1363","c","c","GO:0033539","fatty acid beta-oxidation using acyl-CoA dehydrogenase","3/559","11/23210",0.00198465261013363,0.0322924062059106,0.0260488046458257,"66841/11364/102632",3
"1364","c","c","GO:0048548","regulation of pinocytosis","3/559","11/23210",0.00198465261013363,0.0322924062059106,0.0260488046458257,"26362/19063/12389",3
"1365","c","c","GO:0046545","development of primary female sexual characteristics","9/559","116/23210",0.00199286030235056,0.0323076111789824,0.0260610698010038,"16590/22431/16876/26423/22417/18783/227631/12394/13615",9
"1366","c","c","GO:0015698","inorganic anion transport","10/559","139/23210",0.00201706732985977,0.032581138469953,0.0262817117352828,"12724/14397/24115/14407/14400/19092/66881/101772/56857/12257",10
"1367","c","c","GO:0048660","regulation of smooth muscle cell proliferation","11/559","163/23210",0.00204583098667267,0.0329260189956522,0.0265599110550487,"18392/12846/16600/12575/14183/18105/13057/12389/78943/13609/18573",11
"1368","c","c","GO:0016054","organic acid catabolic process","13/559","213/23210",0.00206607557448344,0.0329327052064637,0.0265653045149891,"106861/58865/97212/15186/66841/18125/268860/11364/74114/30956/66881/26384/102632",13
"1369","c","c","GO:0046395","carboxylic acid catabolic process","13/559","213/23210",0.00206607557448344,0.0329327052064637,0.0265653045149891,"106861/58865/97212/15186/66841/18125/268860/11364/74114/30956/66881/26384/102632",13
"1370","c","c","GO:0030513","positive regulation of BMP signaling pathway","5/559","38/23210",0.00207193895142993,0.0329327052064637,0.0265653045149891,"240725/14463/18007/17701/15205",5
"1371","c","c","GO:0090257","regulation of muscle system process","14/559","239/23210",0.00207590217420302,0.0329327052064637,0.0265653045149891,"67451/216033/16600/16590/14463/74166/238130/268860/12389/16535/20191/11931/13615/11539",14
"1372","c","c","GO:0046328","regulation of JNK cascade","12/559","188/23210",0.00208905190846043,0.0329360323292878,0.0265679883525429,"23882/14388/330938/13608/17873/78943/224938/19419/17000/66824/81877/29820",12
"1373","c","c","GO:0046888","negative regulation of hormone secretion","8/559","95/23210",0.00209094126899126,0.0329360323292878,0.0265679883525429,"93691/18125/52055/16535/218461/13615/11539/26950",8
"1374","c","c","GO:0030100","regulation of endocytosis","16/559","293/23210",0.0021182644281359,0.0332485179850871,0.0268200562148953,"233186/26362/23970/18222/19063/192199/13430/12488/11816/13057/12389/94176/18806/241727/66824/50791",16
"1375","c","c","GO:0046887","positive regulation of hormone secretion","11/559","164/23210",0.00214657758859784,0.0335742874949,0.0270828395536955,"93692/12015/23957/268860/13447/319613/12394/13615/78894/101772/26950",11
"1376","c","c","GO:0006584","catecholamine metabolic process","6/559","56/23210",0.00222344915542203,0.0345334305887576,0.027856536345442,"14763/12846/15186/109731/268860/11607",6
"1377","c","c","GO:0009712","catechol-containing compound metabolic process","6/559","56/23210",0.00222344915542203,0.0345334305887576,0.027856536345442,"14763/12846/15186/109731/268860/11607",6
"1378","c","c","GO:0030336","negative regulation of cell migration","15/559","268/23210",0.00227562722656707,0.0350983893764268,0.0283122627164996,"67451/16600/240725/117600/19270/66214/214968/20346/11595/22417/17684/11816/56177/50791/11539",15
"1379","c","c","GO:0034599","cellular response to oxidative stress","15/559","268/23210",0.00227562722656707,0.0350983893764268,0.0283122627164996,"14763/26362/19156/238505/69635/93692/14463/18174/12633/246196/20852/18104/19733/67689/54683",15
"1380","c","c","GO:0060337","type I interferon signaling pathway","5/559","39/23210",0.00233026335089194,0.0354487322077466,0.0285948682279602,"15975/68713/74482/56045/228607",5
"1381","c","c","GO:0071357","cellular response to type I interferon","5/559","39/23210",0.00233026335089194,0.0354487322077466,0.0285948682279602,"15975/68713/74482/56045/228607",5
"1382","c","c","GO:1901021","positive regulation of calcium ion transmembrane transporter activity","5/559","39/23210",0.00233026335089194,0.0354487322077466,0.0285948682279602,"20866/20191/19733/11931/20193",5
"1383","c","c","GO:1902476","chloride transmembrane transport","5/559","39/23210",0.00233026335089194,0.0354487322077466,0.0285948682279602,"14397/24115/14407/14400/101772",5
"1384","c","c","GO:0006809","nitric oxide biosynthetic process","7/559","76/23210",0.0023584998165063,0.0355383850601951,0.0286671870766853,"11433/16600/18125/13430/12389/19733/12257",7
"1385","c","c","GO:0019229","regulation of vasoconstriction","7/559","76/23210",0.0023584998165063,0.0355383850601951,0.0286671870766853,"18125/11535/238130/12389/27360/13615/11607",7
"1386","c","c","GO:0042594","response to starvation","11/559","166/23210",0.00236015839548797,0.0355383850601951,0.0286671870766853,"74137/12846/12575/67443/22417/100504663/11364/66148/19106/22414/66809",11
"1387","c","c","GO:0003073","regulation of systemic arterial blood pressure","9/559","119/23210",0.00237382334470792,0.0356233895175424,0.0287357562780432,"16612/56485/11535/13057/13615/11539/11607/271127/78286",9
"1388","c","c","GO:0030510","regulation of BMP signaling pathway","8/559","97/23210",0.00238471446005719,0.0356663354598453,0.0287703988021786,"69121/240725/14463/18007/22057/17701/12389/15205",8
"1389","c","c","GO:0002067","glandular epithelial cell differentiation","6/559","57/23210",0.00243539176088797,0.0361752630250014,0.0291809273530426,"12015/12156/14183/22417/15205/214597",6
"1390","c","c","GO:0045071","negative regulation of viral genome replication","6/559","57/23210",0.00243539176088797,0.0361752630250014,0.0291809273530426,"68713/74482/80287/19106/228607/671535",6
"1391","c","c","GO:0060560","developmental growth involved in morphogenesis","15/559","270/23210",0.00244317399988753,0.0361752630250014,0.0291809273530426,"11858/17919/214968/13175/20346/14183/18846/13430/11816/22330/26456/56177/243743/13609/20357",15
"1392","c","c","GO:0009267","cellular response to starvation","10/559","143/23210",0.00248436761652031,0.0366629931979509,0.0295743569387485,"74137/12846/12575/67443/22417/100504663/66148/19106/22414/66809",10
"1393","c","c","GO:0008584","male gonad development","9/559","120/23210",0.00251291935658574,0.0367183808616903,0.0296190356295632,"50796/22431/16876/14463/11614/26423/20346/22417/17684",9
"1394","c","c","GO:0090277","positive regulation of peptide hormone secretion","9/559","120/23210",0.00251291935658574,0.0367183808616903,0.0296190356295632,"93692/12015/23957/268860/13447/319613/78894/101772/26950",9
"1395","c","c","GO:1901136","carbohydrate derivative catabolic process","9/559","120/23210",0.00251291935658574,0.0367183808616903,0.0296190356295632,"18947/19156/21946/68292/71884/56045/110173/26384/18573",9
"1396","c","c","GO:0090287","regulation of cellular response to growth factor stimulus","15/559","271/23210",0.00253070353876713,0.0368570003908315,0.0297308536530227,"69121/240725/14463/12633/18007/19268/13430/22417/22057/17684/219134/17701/14275/12389/15205",15
"1397","c","c","GO:0048659","smooth muscle cell proliferation","11/559","168/23210",0.00259063238421965,0.0369397334493633,0.0297975906210177,"18392/12846/16600/12575/14183/18105/13057/12389/78943/13609/18573",11
"1398","c","c","GO:1990138","neuron projection extension","12/559","193/23210",0.00259558424638425,0.0369397334493633,0.0297975906210177,"17919/214968/13175/20346/18846/13430/11816/22330/26456/56177/243743/20357",12
"1399","c","c","GO:0006705","mineralocorticoid biosynthetic process","3/559","12/23210",0.00259911239725884,0.0369397334493633,0.0297975906210177,"12724/12156/22417",3
"1400","c","c","GO:0009437","carnitine metabolic process","3/559","12/23210",0.00259911239725884,0.0369397334493633,0.0297975906210177,"78070/11364/74114",3
"1401","c","c","GO:0032341","aldosterone metabolic process","3/559","12/23210",0.00259911239725884,0.0369397334493633,0.0297975906210177,"12724/12156/22417",3
"1402","c","c","GO:0032353","negative regulation of hormone biosynthetic process","3/559","12/23210",0.00259911239725884,0.0369397334493633,0.0297975906210177,"12156/22417/218461",3
"1403","c","c","GO:1902287","semaphorin-plexin signaling pathway involved in axon guidance","3/559","12/23210",0.00259911239725884,0.0369397334493633,0.0297975906210177,"20346/18846/243743",3
"1404","c","c","GO:0007411","axon guidance","14/559","245/23210",0.00260438892425948,0.0369397334493633,0.0297975906210177,"107515/93691/214968/20346/18846/18007/105689/244682/26456/13636/243743/13654/58208/20357",14
"1405","c","c","GO:1905332","positive regulation of morphogenesis of an epithelium","5/559","40/23210",0.0026112283437866,0.0369397334493633,0.0297975906210177,"107515/18222/22417/22414/11607",5
"1406","c","c","GO:0051924","regulation of calcium ion transport","15/559","272/23210",0.00262081237763646,0.0369541717089546,0.0298092373035573,"26557/18125/20866/74166/24115/13057/12389/20191/15205/19733/11931/12257/20193/11607/209351",15
"1407","c","c","GO:1903532","positive regulation of secretion by cell","22/559","472/23210",0.00263865566555581,0.0369541717089546,0.0298092373035573,"93692/66214/15975/12015/17919/11438/23957/268860/12488/18806/13447/319613/12394/11307/19419/13615/78894/66824/101772/228607/11607/26950",22
"1408","c","c","GO:0042542","response to hydrogen peroxide","9/559","121/23210",0.00265840089347832,0.0369541717089546,0.0298092373035573,"13070/14763/26362/19156/93692/246196/20852/18104/18806",9
"1409","c","c","GO:0046546","development of primary male sexual characteristics","9/559","121/23210",0.00265840089347832,0.0369541717089546,0.0298092373035573,"50796/22431/16876/14463/11614/26423/20346/22417/17684",9
"1410","c","c","GO:0010656","negative regulation of muscle cell apoptotic process","6/559","58/23210",0.00266216455354918,0.0369541717089546,0.0298092373035573,"14463/12633/29810/12389/243912/11607",6
"1411","c","c","GO:0032835","glomerulus development","6/559","58/23210",0.00266216455354918,0.0369541717089546,0.0298092373035573,"107515/22431/240725/12633/97064/15205",6
"1412","c","c","GO:0097485","neuron projection guidance","14/559","246/23210",0.0027023878806577,0.0370378421012624,0.0298767303757665,"107515/93691/214968/20346/18846/18007/105689/244682/26456/13636/243743/13654/58208/20357",14
"1413","c","c","GO:0031669","cellular response to nutrient levels","12/559","194/23210",0.00270798425168812,0.0370378421012624,0.0298767303757665,"74137/12846/12575/67443/22417/100504663/14275/66148/19106/22414/66809/56506",12
"1414","c","c","GO:0006641","triglyceride metabolic process","8/559","99/23210",0.00270988263910632,0.0370378421012624,0.0298767303757665,"235533/100504663/11816/12389/19733/81877/11812/72108",8
"1415","c","c","GO:0010771","negative regulation of cell morphogenesis involved in differentiation","8/559","99/23210",0.00270988263910632,0.0370378421012624,0.0298767303757665,"214968/13131/20346/18846/76089/26456/13636/20357",8
"1416","c","c","GO:0033555","multicellular organismal response to stress","8/559","99/23210",0.00270988263910632,0.0370378421012624,0.0298767303757665,"216749/12846/72194/18125/11816/218461/12394/12257",8
"1417","c","c","GO:0031099","regeneration","10/559","145/23210",0.00274855132945586,0.037451119648598,0.0302101024393534,"16600/238505/14463/12575/12633/11535/18007/19268/14275/269473",10
"1418","c","c","GO:0010894","negative regulation of steroid biosynthetic process","4/559","25/23210",0.00281652290363443,0.0379121052664974,0.0305819584177723,"12156/22417/11816/218461",4
"1419","c","c","GO:0030325","adrenal gland development","4/559","25/23210",0.00281652290363443,0.0379121052664974,0.0305819584177723,"22431/11614/26423/17684",4
"1420","c","c","GO:0045939","negative regulation of steroid metabolic process","4/559","25/23210",0.00281652290363443,0.0379121052664974,0.0305819584177723,"12156/22417/11816/218461",4
"1421","c","c","GO:0061213","positive regulation of mesonephros development","4/559","25/23210",0.00281652290363443,0.0379121052664974,0.0305819584177723,"107515/22431/22414/11607",4
"1422","c","c","GO:0046890","regulation of lipid biosynthetic process","11/559","170/23210",0.00283895558046672,0.0380986123517619,0.0307324051388416,"12724/12156/22417/18783/11816/218461/19733/11307/66294/66612/12257",11
"1423","c","c","GO:0010721","negative regulation of cell development","19/559","387/23210",0.00286175303366611,0.0382469187412114,0.0308520371087191,"19270/22352/214968/13131/20346/18846/330938/18007/76089/11816/12389/15205/26456/56177/13636/16373/269473/12257/20357",19
"1424","c","c","GO:0006869","lipid transport","17/559","330/23210",0.00286722736173422,0.0382469187412114,0.0308520371087191,"216749/69060/19156/78070/66943/18783/11816/74114/12389/12394/11307/21763/11812/18784/12257/11607/241633",17
"1425","c","c","GO:0060359","response to ammonium ion","8/559","100/23210",0.00288493296784008,0.0383678809675019,0.0309496117949185,"26557/11438/18125/13430/12672/268860/14400/234214",8
"1426","c","c","GO:0060711","labyrinthine layer development","6/559","59/23210",0.0029044033949699,0.0383969044061199,0.0309730236731752,"16842/11535/14183/14388/50785/15205",6
"1427","c","c","GO:0098661","inorganic anion transmembrane transport","6/559","59/23210",0.0029044033949699,0.0383969044061199,0.0309730236731752,"14397/24115/14407/14400/101772/56857",6
"1428","c","c","GO:0042417","dopamine metabolic process","5/559","41/23210",0.00291594729450379,0.0384351272468422,0.0310038562876492,"14763/12846/109731/268860/11607",5
"1429","c","c","GO:0046660","female sex differentiation","10/559","147/23210",0.00303472997868368,0.0398824572938252,0.0321713511287426,"26362/16590/22431/16876/26423/22417/18783/227631/12394/13615",10
"1430","c","c","GO:0031532","actin cytoskeleton reorganization","8/559","101/23210",0.0030686713469761,0.0401806666019585,0.0324119029154877,"16590/170736/227753/14388/210417/12488/71584/13609",8
"1431","c","c","GO:0031668","cellular response to extracellular stimulus","13/559","223/23210",0.00307551252693964,0.0401806666019585,0.0324119029154877,"74137/12846/26362/12575/67443/22417/100504663/14275/66148/19106/22414/66809/56506",13
"1432","c","c","GO:0042982","amyloid precursor protein metabolic process","6/559","60/23210",0.00316274971627679,0.0411992206442859,0.0332335237975187,"11816/11307/56177/56846/13636/56175",6
"1433","c","c","GO:0009101","glycoprotein biosynthetic process","15/559","278/23210",0.0032188933091875,0.0418079651444763,0.0337245700968737,"68273/232313/11595/68292/50785/211673/56846/64580/108155/217203/234356/56175/15478/15476/54710",15
"1434","c","c","GO:0032528","microvillus organization","4/559","26/23210",0.00326601864160801,0.0418808872094195,0.0337833929858205,"27205/18805/76089/432516",4
"1435","c","c","GO:0098901","regulation of cardiac muscle cell action potential","4/559","26/23210",0.00326601864160801,0.0418808872094195,0.0337833929858205,"67451/216033/12389/20191",4
"1436","c","c","GO:1901071","glucosamine-containing compound metabolic process","4/559","26/23210",0.00326601864160801,0.0418808872094195,0.0337833929858205,"26887/71884/108155/26384",4
"1437","c","c","GO:0008212","mineralocorticoid metabolic process","3/559","13/23210",0.00331879160236733,0.0418808872094195,0.0337833929858205,"12724/12156/22417",3
"1438","c","c","GO:0032351","negative regulation of hormone metabolic process","3/559","13/23210",0.00331879160236733,0.0418808872094195,0.0337833929858205,"12156/22417/218461",3
"1439","c","c","GO:0034309","primary alcohol biosynthetic process","3/559","13/23210",0.00331879160236733,0.0418808872094195,0.0337833929858205,"12724/12156/22417",3
"1440","c","c","GO:0045906","negative regulation of vasoconstriction","3/559","13/23210",0.00331879160236733,0.0418808872094195,0.0337833929858205,"18125/11535/238130",3
"1441","c","c","GO:0070255","regulation of mucus secretion","3/559","13/23210",0.00331879160236733,0.0418808872094195,0.0337833929858205,"67443/13057/11539",3
"1442","c","c","GO:1902170","cellular response to reactive nitrogen species","3/559","13/23210",0.00331879160236733,0.0418808872094195,0.0337833929858205,"238505/12633/20852",3
"1443","c","c","GO:1902285","semaphorin-plexin signaling pathway involved in neuron projection guidance","3/559","13/23210",0.00331879160236733,0.0418808872094195,0.0337833929858205,"20346/18846/243743",3
"1444","c","c","GO:0019058","viral life cycle","12/559","199/23210",0.00333086603153657,0.0419141838869276,0.0338102518901163,"26362/68713/227753/67525/74482/217069/11816/12389/80287/19106/228607/671535",12
"1445","c","c","GO:0001822","kidney development","15/559","281/23210",0.003557564532171,0.0446404001466204,0.0360093656482608,"107515/22431/240725/12633/12156/97064/14183/22420/22417/15205/22414/12307/16373/11607/271127",15
"1446","c","c","GO:0030098","lymphocyte differentiation","19/559","395/23210",0.00357429235651591,0.0447239623877287,0.0360767714798522,"22095/23882/11501/26362/16590/12015/20687/16842/21946/22417/12193/20852/94176/12394/19419/19885/17068/58208/270110",19
"1447","c","c","GO:0086002","cardiac muscle cell action potential involved in contraction","5/559","43/23210",0.00360110518722666,0.0449328911282607,0.0362453047230028,"67451/216033/12389/16535/20191",5
"1448","c","c","GO:0050673","epithelial cell proliferation","20/559","425/23210",0.00363061810606637,0.0451742454541928,0.0364399942003536,"107515/16590/240725/66214/12015/12633/12156/14183/20852/11816/13057/12389/14160/78943/15205/15370/19733/214597/58208/11607",20
"1449","c","c","GO:0070482","response to oxygen levels","15/559","282/23210",0.00367674137898337,0.0456203497358775,0.0367998460866198,"11501/66214/18174/12015/12156/11438/17684/268860/12389/18806/20191/11931/108155/11539/16508",15
"1450","c","c","GO:0034308","primary alcohol metabolic process","6/559","62/23210",0.00373035371812172,0.0460350313936687,0.0371343507817835,"13070/12724/12156/67111/22417/56857",6
"1451","c","c","GO:0007254","JNK cascade","12/559","202/23210",0.00375701046840973,0.0460350313936687,0.0371343507817835,"23882/14388/330938/13608/17873/78943/224938/19419/17000/66824/81877/29820",12
"1452","c","c","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","12/559","202/23210",0.00375701046840973,0.0460350313936687,0.0371343507817835,"219257/76965/16600/12156/13131/19268/73173/244682/215654/22295/50791/16858",12
"1453","c","c","GO:0010460","positive regulation of heart rate","4/559","27/23210",0.00376198027823092,0.0460350313936687,0.0371343507817835,"11535/16535/20191/13615",4
"1454","c","c","GO:0060008","Sertoli cell differentiation","4/559","27/23210",0.00376198027823092,0.0460350313936687,0.0371343507817835,"50796/22431/14463/11614",4
"1455","c","c","GO:0032535","regulation of cellular component size","19/559","397/23210",0.00377380229614507,0.0460528291194406,0.0371487073917808,"11858/17919/227753/214968/20346/18846/13430/211673/11816/27360/26456/56177/19092/243743/66824/108155/80880/19241/20357",19
"1456","c","c","GO:1901617","organic hydroxy compound biosynthetic process","13/559","229/23210",0.00385322183681354,0.0467846470886519,0.0377390314201216,"18431/14763/13190/12724/12156/15186/22417/76089/11816/20773/11307/228550/11607",13
"1457","c","c","GO:0046661","male sex differentiation","10/559","152/23210",0.00385483584746659,0.0467846470886519,0.0377390314201216,"50796/107515/22431/16876/14463/11614/26423/20346/22417/17684",10
"1458","c","c","GO:0034754","cellular hormone metabolic process","8/559","105/23210",0.00389630278980111,0.0471590653741049,0.0380410574974415,"13070/12846/12724/12156/11535/22417/56847/15486",8
"1459","c","c","GO:0034340","response to type I interferon","5/559","44/23210",0.0039837692420255,0.0479563766208056,0.0386842119522317,"15975/68713/74482/56045/228607",5
"1460","c","c","GO:0042181","ketone biosynthetic process","5/559","44/23210",0.0039837692420255,0.0479563766208056,0.0386842119522317,"14149/12724/12156/67914/22417",5
"1461","c","c","GO:0051403","stress-activated MAPK cascade","14/559","257/23210",0.00399478629654032,0.0479590289979247,0.0386863515033379,"23882/12156/14388/330938/13608/17873/78943/19106/224938/19419/17000/66824/81877/29820",14
"1462","c","c","GO:0006577","amino-acid betaine metabolic process","3/559","14/23210",0.00414893554526433,0.0486268382376362,0.0392250426220796,"78070/11364/74114",3
"1463","c","c","GO:0010882","regulation of cardiac muscle contraction by calcium ion signaling","3/559","14/23210",0.00414893554526433,0.0486268382376362,0.0392250426220796,"74166/20191/11931",3
"1464","c","c","GO:0021984","adenohypophysis development","3/559","14/23210",0.00414893554526433,0.0486268382376362,0.0392250426220796,"12156/22417/15205",3
"1465","c","c","GO:0034433","steroid esterification","3/559","14/23210",0.00414893554526433,0.0486268382376362,0.0392250426220796,"11816/11307/11607",3
"1466","c","c","GO:0034434","sterol esterification","3/559","14/23210",0.00414893554526433,0.0486268382376362,0.0392250426220796,"11816/11307/11607",3
"1467","c","c","GO:0034435","cholesterol esterification","3/559","14/23210",0.00414893554526433,0.0486268382376362,0.0392250426220796,"11816/11307/11607",3
"1468","c","c","GO:0061308","cardiac neural crest cell development involved in heart development","3/559","14/23210",0.00414893554526433,0.0486268382376362,0.0392250426220796,"17684/14275/15205",3
"1469","c","c","GO:0071850","mitotic cell cycle arrest","3/559","14/23210",0.00414893554526433,0.0486268382376362,0.0392250426220796,"66214/12575/50791",3
"1470","c","c","GO:0090136","epithelial cell-cell adhesion","3/559","14/23210",0.00414893554526433,0.0486268382376362,0.0392250426220796,"16590/16419/22330",3
"1471","c","c","GO:0009991","response to extracellular stimulus","19/559","401/23210",0.00420061707190987,0.0490167083865176,0.0395395330097173,"74137/216749/17202/12846/26362/12575/233046/67443/22417/100504663/11364/14275/11816/66148/19106/22414/78894/66809/56506",19
"1472","c","c","GO:1903034","regulation of response to wounding","11/559","179/23210",0.00420426967475534,0.0490167083865176,0.0395395330097173,"243958/16600/12575/18007/19268/22417/268860/211673/11816/12389/269473",11
"1473","c","c","GO:0001505","regulation of neurotransmitter levels","18/559","372/23210",0.0042363495142813,0.0492614255037631,0.0397369350967581,"12846/11433/16600/72194/15186/11438/19063/18125/13430/74732/109731/268860/12389/13447/69906/19733/217203/12257",18
"1474","c","c","GO:0061217","regulation of mesonephros development","4/559","28/23210",0.0043065796572022,0.0498172573887817,0.0401852992135863,"107515/22431/22414/11607",4
"1475","c","c","GO:1900745","positive regulation of p38MAPK cascade","4/559","28/23210",0.0043065796572022,0.0498172573887817,0.0401852992135863,"23882/12156/17873/224938",4
"1476","d","d","GO:0019395","fatty acid oxidation","13/344","98/23210",2.30048449415851e-09,5.28934213514646e-06,4.52251193752919e-06,"18984/11370/13177/11363/13167/16922/56357/52430/80911/11666/231086/12894/14077",13
"1477","d","d","GO:0034440","lipid oxidation","13/344","100/23210",2.96404714774248e-09,5.28934213514646e-06,4.52251193752919e-06,"18984/11370/13177/11363/13167/16922/56357/52430/80911/11666/231086/12894/14077",13
